SỐ GPLH,NGÀY HẾT HẠN,Tên nguyên liệu,PHÂN LOẠI,TIÊU CHUẨN,CƠ SỞ SẢN XUẤT NGUYÊN LIỆU,NƯỚC SẢN XUẤT NGUYÊN LIỆU,ĐỊA CHỈ CƠ SỞ SẢN XUẤT NGUYÊN LIỆU,PHẢI CẤP PHÉP NHẬP KHẨU
893100163723,2028-07-03T00:00:00+07:00,Paracetamol,Dược chất,USP 42,"Anqiu LuAn Pharmaceutical Co., Ltd",Trung Quốc,"No.35, Weixu North Road, Xinan Subdistrict Anqiu, Weifang City, Shandong Province-Post code: 262100",False
893100163823,2028-07-03T00:00:00+07:00,Paracetamol,Dược chất,USP 42,"Anqiu LuAn Pharmaceutical Co., Ltd",Trung Quốc,"No.35, Weixu North Road, Xinan Subdistrict Anqiu, Weifang City, Shandong Province-Post code: 262100",False
893100163823,2028-07-03T00:00:00+07:00,Phenylephrin hydroclorid,Dược chất,BP 2020,AARTI INDUSTRIES LIMITED,Ấn Độ,"Plot No. 22-C/1, Phase-I, GIDC Estate, Vapi, Dist-Valsad",False
893100163823,2028-07-03T00:00:00+07:00,Cafein,Dược chất,EP 10.0,AARTI INDUSTRIES LIMITED,Ấn Độ,"Plot No.K-17/18/19, Midc Tarapur, Tarapur-401506, Dist-Palghar zone 3",False
893100165923,2028-07-03T00:00:00+07:00,Fexofenadin hydroclorid,Dược chất,USP 42,Morepen Laboratories Limited,INDIA,"Vill. Malkumajra (Morepen Village), Baddi - Nalagarh Road, Baddi, Dist.
Solan, (Himachal Pradesh) - 173 205, India",False
893100166923,2028-07-03T00:00:00+07:00,Paracetamol,Dược chất,EP 9.4,Granules India Limited,INDIA,"H.No. 6-5 & 6-11, Temple road, Bonthapally village, Gummadidala Mandal, Sangareddy District – 502313, Telangana state",False
893100166923,2028-07-03T00:00:00+07:00,Paracetamol,Dược chất,EP 9.4,SpecGx LLC,USA,"8801 Capital Boulevard, Raleigh, NC 27616-3116",False
893100168123,2028-07-03T00:00:00+07:00,Fexofenadine hydroclorid,Dược chất,USP hiện hành,"Virupaksha Organics 
Limited Unit II",INDIA,"Plot No 30 To 33 IDA Pashamylaram, Pashamylaram (D), Patancheru (M), Sangareddy (D), Telangana State, India",False
893100168223,2028-07-03T00:00:00+07:00,Loratadin,Dược chất,USP hiện hành,"Vasudha Pharma chem
 Limited",INDIA,"Unit-II, Plot No 79, Jawaharlal, Nehru Pharma city, Thanam village, Parawada Mandal, Visakhapatnam District - 531019, Andhra Pradesh, India.",False
893100169823,2028-07-03T00:00:00+07:00,Levonorgestrel,Dược chất,USP hiện hành,"Qinhuangdao Zizhu
Pharmaceutical Co.Ltd",CHINA,"No.10, Longhai road,
Economic and technological
Development Zone,
Qinhuangdao, Hebei
Province, China",False
893100171123,2028-07-03T00:00:00+07:00,Dequalinium Chloride,Dược chất,EP 10.0,"LABORATORIOS ESPINOS Y BOFILL SA 
(LEBSA)",Spain,N/A,False
893100173523,2028-07-03T00:00:00+07:00,Carbocistein,Dược chất,EP 10.0,Wuhan Grand Hoyo Co Ltd,CHINA,"No 1, Industrial Park, Gedian Economy Development Zone E’zhou city, Hubei, China",False
893100173623,2028-07-03T00:00:00+07:00,Simethicone,Dược chất,USP 43,Sudeep Pharma Pvt. Ltd.,INDIA,"129/1/A, and 129/12,13,14,15, GIDC Estate, Nandesari - 391 340, Dist. - Vadorara, Gujarat, India",False
893100197323,2028-08-17T00:00:00+07:00,Vitamin D3 (dưới dạng cholecalciferol concentrate dạng bột),Dược chất,EP hiện hành,DSM Nutritional Products AG,Switzerland,N/A,False
893100197323,2028-08-17T00:00:00+07:00,Calci (dưới dạng Granulated Calcium Carbonate (90%) with Maize Starch (10%)),Dược chất,TCNSX,Scora,France,N/A,False
893100198423,2028-08-17T00:00:00+07:00,Ambroxol hydrochloride,Dược chất,BP 2020,Ami Lifesciences Private Limited,INDIA,"Block No.82/B, ECP Road, At & Post: Karakhadi-391450, Taluka: Padra, District: Vadodara, Gujarat, India.",False
893100198823,2028-08-17T00:00:00+07:00,Almagat,Dược chất,EP hiện hành,"Hunan Jiudian Hongyang Pharmaceutical Co., Ltd",CHINA,"Tongguan Circular Economy Industrial base, Wangcheng Economic and Technological Development Zone, Hunan,China",False
893100198923,2028-08-17T00:00:00+07:00,Acetylcystein,Dược chất,USP hiện hành,"Wuhan Grand Hoyo Co., Ltd",CHINA,"No.1 Industrial Park, Gedian Economy Development Zone, E’Zhou City, Hubei,China",False
893100199023,2028-08-17T00:00:00+07:00,Carbocistein,Dược chất,EP hiện hành,"Wuhan Grand Hoyo Co., Ltd",CHINA,"No.1 Industrial Park, Gedian Economy Development Zone, E’Zhou City, Hubei,China",False
893100199123,2028-08-17T00:00:00+07:00,Cinnarizin,Dược chất,EP hiện hành,FDC Limited,INDIA,"Plot No. 19 & 20/2 MIDC, Roha Industrial Area, Village Dhatav, Roha, Raigad 402116 Maharashtra
State,India",False
893100200323,2028-08-17T00:00:00+07:00,Ambroxol hydroclorid,Dược chất,EP 9.0,"Hangzhou Deli Chemical Co., Ltd.",CHINA,"RM.1115, Jingui Mansion, No 387, Gudun
road, Xihu district, Hangzhou, China, China",False
893100201023,2028-08-17T00:00:00+07:00,Cinnarizine,Dược chất,BP hiện hành,Fleming Laboratories Limited,INDIA,"Survey No. 270, Nawabpet Village, Shivampet Mandal, Medak Dist., - 502 313, Telangana, India.",False
893100201123,2028-08-17T00:00:00+07:00,Acetylcysteine,Dược chất,USP hiện hành,"Wuhan Grand Hoyo Co., Ltd.",CHINA,"No.1 Industrial Park, Gedian Economy Development Zone, E’Zhou City, Hubei, China",False
893100201223,2028-08-17T00:00:00+07:00,Calci carbonat (dưới dạng Scoralite DC 90ST),Dược chất,TC NSX,Scora,France,"Rue de l’Usine, 63132 Caffiers, France",False
893100201323,2028-08-17T00:00:00+07:00,Cetirizin dihydrochlorid,Dược chất,EP 10.0,Supriya Lifescience Ltd,INDIA,"A – 5/2, Lote Parshuram Industrial Area, M.I.D.C., Tal – Khed, Dist – Ratnagiri 415722 Maharashtra State, India",False
893100202023,,Strawberry flavour,Tá dược,Nhà sản xuất,TASTEPOINT,USA,"10801 Decatur Road, Philadelphia, PA, 19154 USA",False
893100202023,2028-08-17T00:00:00+07:00,Bromhexine hydrochloride,Dược chất,EP 9.7,FDC LIMITED,INDIA,N/A,False
893100202023,,Benzoic acid,Tá dược,Ph. Eur. 9.6,MERCK KGaA,Germany,"Frankfurter Straβe 250, 64293 Darmstadt, Germany",False
893100202023,,Sucralose (Sucralose Granular DFF-1 NF),Tá dược,USP 42/ NF 37,TATE & LYLE,USA,"1631 South Prairie Drive Sycamore, IL 60178 USA",False
893100202023,,Hydroxyethylcellulose,Tá dược,European Pharmacopoeia 9.6 (EP 9.6),ASHLAND INDUSTRIES NEDERLAD B.V. (Affiliate Of Ashland Inc),Netherlands,"Noordweg 9, 3336 LH Zwijndrecht, Netherlands",False
893100202023,,Sucralose,Tá dược,USP 42/ NF 37,JK SUCRALOSE Inc.,China,"No. 118 Renmin East Road, Sheyang County, Jiangsu 224300  P.R.China",False
893100202023,,Cherry flavour,Tá dược,Nhà sản xuất,GIVAUDAN,Singapore,"1 Woodlands Ave 8, Singapore 738972",False
893100202023,,Maltitol liquid,Tá dược,Ph. Eur. 9.6,CARGILL DEUTSCHLAND GMBH,Germany,"Cargill Deutschland GmbH – Dusseldorfer strasse 191 47809 Krefeld, Germany",False
893100203523,2028-08-17T00:00:00+07:00,Acetylcysteine,Dược chất,USP hiện hành,"Wuhan Grand Hoyo Co.,Ltd.",Trung Quốc,"No.1 Industrial park, Gedian Economy Devolopment Zone, E’Zhou City, Hubei, China.",False
893100204023,2028-08-17T00:00:00+07:00,"Cetirizine 
dihydrochloride",Dược chất,EP hiện hành,"Supriya Lifescience
Ltd",Ấn Độ,"A-5/2, Lote Parshuram
Industrial Area, M.I.D.C.,
Tal-khed, Dist- Ratnagiri
415722 Maharashtra State,
India",False
893100204223,2028-08-17T00:00:00+07:00,Cinnarizine,Dược chất,EP 10,Fleming Laboratories Limited,INDIA,"Survey No.270, Nawabpet Village, Shivampet Mandal, Medak Dist., -502 313. Telangana, India",False
893100204923,2028-08-17T00:00:00+07:00,"L(+)-Tartaric acid cryst., EMPROVE® ESSENTIAL Ph Eur, BP, JP, NF, E 334",Tá dược,EP 10.0,Merck KGaA,Germany,"Frankfurter Straße 250, 64293 Darmstadt",False
893100209723,2028-08-24T00:00:00+07:00,Levonorgestrel,Dược chất,USP hiện hành,"Hubei Gedian Humanwell Pharmaceutical Co., Ltd.",CHINA,"Địa chỉ trên COA:  No. 25 Juxian Road, Gedian Economic Development District, E-zhou 436070, Hubei Province, China.
Mfg. Địa chỉ ghi trên GMP: Gedian Economic Development District, E-zhou City, Hubei Province.",False
893100210423,2028-08-24T00:00:00+07:00,Fexofenadin hydrochlorid,Dược chất,USP hiện hành,Sainor Life Sciences Private Limited,INDIA,"Plot No. 59E, Road No.3, Jawaharlal Nehru Pharmacity, Parawada Mandal, Visakhapatnam District-531021, Andhra Pradesh, India",False
893100211323,2028-08-24T00:00:00+07:00,Desloratadine,Dược chất,EP 9,Morepen Laboratories Ltd.,INDIA,"Village Masulkhana, Parwanoo, Distt. Solan [H.P.]",False
893100212223,2028-08-24T00:00:00+07:00,Paracetamol,Dược chất,BP phiên bản hiện hành,"ANQIU LU’AN PHARMACEUTICAL CO., LTD;",CHINA,"No. 35 Weixu North Road, Anqiu Shandong, China.",False
893100212823,2028-08-24T00:00:00+07:00,Macrogol 4000 (Polyglykol 4000 PS),Dược chất,EP 10.0,CLARIANT PRODUKTE (DEUTSCHLAND) GMBH.,GERMANY,"Industrieparkstr.1, Burgkirchen, Bayern, 84508, Germany.",False
893100212823,2028-08-24T00:00:00+07:00,Macrogol 4000 (Polyethylene glycol 4000),Dược chất,USP 43,AVESTA PHARMA PVT. LTD.,INDIA,"Plot No. 2, Gut No. 189/1, 189/2, 191/2, 191/6, 194 At & Post: Alonde, Yal - Vikramgad, Palghar 421303, Maharashtra State, India.",False
893100212923,2028-08-24T00:00:00+07:00,Levocetirizine dihydrochloride,Dược chất,USP 43,"Hunan Jiudian Hongyang Pharmaceutical Co., Ltd",CHINA,"Tongguan Circular Economy Industrial base, WangCheng Economic and  Technological Development Zone, Hunan, China",False
893100215123,2028-08-24T00:00:00+07:00,Dequalinium clorid,Dược chất,EP 9.5/TCCS,OLON S.p.A,ITALY,"Via Milano, 186 - 20024 Garbagnate Milanese (MI), Italy",False
893100215623,2028-08-24T00:00:00+07:00,Hesperidin,Dược chất,USP 43,"Sichuan Xieli Pharmaceutical Co., Ltd.",CHINA,"No. 588, Middle Section of Mudan Avenue, Tianpeng Town, Pengzhou, Sichuan Province, China, (Workshop 1, Workshop 6, Workshop 8, Workshop 9)",False
893100215623,2028-08-24T00:00:00+07:00,Diosmin,Dược chất,EP 10.8,"Sichuan Xieli Pharmaceutical Co., Ltd.",CHINA,"No. 588, Middle Section of Mudan Avenue, Tianpeng Town, Pengzhou, Sichuan Province, China, Workshop 6 - 3",False
893100218923,2028-08-24T00:00:00+07:00,"Simethicon (dưới
dạng simethicon
emulsion 30%) 40mg",Dược chất,USP 41,Sudeep Pharma Pvt. Ltd.,Ấn Độ,"Regd. Office: 129/1/A, GIDC Estate, Nandesari, Vadodara-391340, Gujarat
Mfg. site: 129/1/A, 129/12,13,14,15 GIDC Ester, Nandesari, Dist. Vadodara-391 340, Gujarat.",False
893100219423,2028-08-24T00:00:00+07:00,Loratadine,Dược chất,USP 43,Morepen Laboratories Ltd. Unit-IV,INDIA,N/A,False
893100219723,2028-08-24T00:00:00+07:00,Paracetamol,Dược chất,BP 2020,"Hebei Jiheng (Group) Pharmaceutical Co., Ltd",CHINA,N/a,False
893100222023,2028-08-24T00:00:00+07:00,Loperamid hydroclorid 2 mg,Dược chất,USP 41,"FLEMING LABORATORIES
LIMITED,,India)",INDIA,"Survey No 270,
Nawabpet Village, Shivampet
Mandal, Medak Dist,
Telangana, India-502
313",False
893100224223,2028-08-24T00:00:00+07:00,Paracetamol,Dược chất,BP 2018,"Hebei Jiheng ( Group) Pharmaceutical Co., Ltd",CHINA,"No. 368 Jianshe Street, Hengshui City, Hebei Province, 05300 P.R, China",False
893100224723,2028-08-24T00:00:00+07:00,Mequitazin,Dược chất,JP 17,"Ningbo Smart Pharmaceutical Co., Ltd,",CHINA,"No. 1, Yicheng Road, Xiao Gang, Beilun District, Ningbo, China",False
893100224823,2028-08-24T00:00:00+07:00,Paracetamol,Dược chất,BP 2020,"Hebei Jiheng Pharmaceutical Co., Ltd",CHINA,"No. 1, Weiwu Street, Hengshui Industrial Park, Hebei Province, China",False
893100224923,2028-08-24T00:00:00+07:00,Paracetamol,Dược chất,BP 2018,"Hebei Jiheng Pharmaceutical Co., Ltd",CHINA,"No. 1, Weiwu Street, Hengshui Industrial Park, Hebei Province, China",False
893100225223,2028-08-24T00:00:00+07:00,Mefenamic acid,Dược chất,EP 10.0,"Yung Zip Chemical Ind. Co., Ltd.",Taiwan,"59, 61 You Shih Road, Youth Industrial District, Dajia, Taichung, Taiwan 43767, R.O.C.",False
893100225223,2028-08-24T00:00:00+07:00,Mefenamic acid,Dược chất,EP 10.0,"Dongbang Future Tech & Life Co., Ltd.",Korea,"78 Jeyakgongdan 4-gil, Hyangnam-eup,  Hwaseong-si Gyeonggi-do, Republic of Korea",False
893100230123,2028-08-24T00:00:00+07:00,Acetylcysteine,Dược chất,EP hiện hành,"Moehs Catalana, S.L.",Spain,"Địa chỉ trên COA: Polígono Rubí Sur, César Martinell i Brunet, 12A-08191, Rubí (Barcelona – Spain); 
Địa chỉ trên GMP: Pol. Ind. Rubí Sud. C/ Cesar Martinell i Brunet, 12A 08191, RUBÍ (BARCELONA), Spain.",False
893100230223,2028-08-24T00:00:00+07:00,Acetylcysteine,Dược chất,EP hiện hành,"Moehs Catalana, S.L.",Spain,"Địa chỉ trên COA: Polígono Rubí Sur, César Martinell i Brunet, 12A-08191, Rubí (Barcelona – Spain); 
Địa chỉ trên GMP: Pol. Ind. Rubí Sud. C/ Cesar Martinell i Brunet, 12A 08191, RUBÍ (BARCELONA),Spain.",False
893100231323,2028-08-24T00:00:00+07:00,Bromhexine hydrochloride,Dược chất,EP 10,Ven Petrochem & Pharma (India) PVT. Ltd.,INDIA,"16-18/B, Business Newsweek House (Vatsa House) S.A. Brelvi Road, Mumbai - 400 023, India",False
893100231323,2028-08-24T00:00:00+07:00,Guaifenesin,Dược chất,USP 43,"Zhejiang Haizhou Pharmaceutical Co., Ltd.",CHINA,"Yanhai Industrial Zone, Linhai City, Zhejiang 317016, China",False
893100236223,2028-08-24T00:00:00+07:00,Mebeverine hydrochloride,Dược chất,BP hiện hành,"Synthokem Labs Private
Limited (Unit-II)",INDIA,"Plot No.222 to 224 and 235 to 237, Phase-II, IDA, Pashamylaram, Patancheru (M), Sangareddy District, Telangana State, India.",False
893100237523,2028-08-24T00:00:00+07:00,"Cyanocobalamin 
(Vitamin B12)",Dược chất,EP hiện hành,"Hebei Yuxing Bio-engineering Co., Ltd",CHINA,"Xicheng District, Ningjin County, Xingtai City, Hebei Province, China",False
893100237523,2028-08-24T00:00:00+07:00,"Thiamine Mononitrat
(Vitamin B1)",Dược chất,USP hiện hành,"Jiangxi Tianxin Pharmaceutical Co., Ltd",CHINA,"Le'anjiang Industrial Zone, Leping City, Jiangxi Province, 333300, China",False
893100237523,2028-08-24T00:00:00+07:00,"Pyridoxine hydrochlorid 
(Vitamin B6)",Dược chất,USP hiện hành,"Jiangxi Tianxin Pharmaceutical Co., Ltd",CHINA,"Le'anjiang Industrial Zone, Leping City, Jiangxi Province, 333300, China",False
893100242323,2028-08-28T00:00:00+07:00,Carbomer,Dược chất,EP9.0/BP2016/ TCCS,Corel Pharma Chem,INDIA,"Survey No. 848/1A, Nr. Railway Crossing, Thol Road, Kadi-382715, Mehsana Gujarat - India",False
893100242923,2028-08-28T00:00:00+07:00,Azelastin hydroclorid,Dược chất,EP 8.0/BP 2016,"Esteve Quimica, SA",Spain,"Ctra. TP 2125 del Vendrell a Sant Jaume dels Domenys, km 5 43711 banyeres del penedès (Tarragona), Spain",False
893100242923,2028-08-28T00:00:00+07:00,Azelastin hydroclorid,Dược chất,USP 40,MSN Laboratories Private Limited,INDIA,"Sy. No: 317 & 323, Rudraram (Village), Patancheru (Mandal), Medak District, Pincode- 502 329, Telangana, India",False
893100242923,2028-08-28T00:00:00+07:00,Azelastin hydroclorid,Dược chất,BP2016/EP8.0/TCCS,Prime European Therapeuticals S.P.A-Euticals S.P.A,Italia,"Via Volturno, 41/43 (loc. Quinto De Stampi) - 20089 Rozzano (MI), Italia",False
893100243923,2028-08-28T00:00:00+07:00,Ibuprofen,Dược chất,BP hiện hành,Iol Chemicals and Pharmaceuticals Limited,INDIA,"85, Industrial Area ‘A’, Ludhiana, 141 003 (Pb), India",False
893100243923,2028-08-28T00:00:00+07:00,Paracetamol,Dược chất,BP hiện hành,"Hebei Jiheng (Group) Pharmaceutical Co., Ltd",CHINA,"No.1 Weiwu Street Hengshui Industrial Park Hebei Province, China",False
893100243923,2028-08-28T00:00:00+07:00,Paracetamol,Dược chất,BP hiện hành,"Anqiu Lu’an Pharmaceutical Co., Ltd",CHINA,"No.35, Weixu North Road, Anqiu City, Shangdong Province, 262100 China",False
893100244623,2028-08-28T00:00:00+07:00,Desloratadin,Dược chất,EP 9.0,Glenmark Pharmaceuticals Ltd.,INDIA,"Plot No. 141-143, 160-165, 170-172, Chandramouli Sahakari Audyogik Vasahat Maryadit, Pune-Hyderabad Highway, Mohol-413213. Dist. Solapur.",False
893100244723,2028-08-28T00:00:00+07:00,Desloratadin,Dược chất,EP 9.0,Glenmark Pharmaceuticals Ltd.,INDIA,"Plot No. 141-143, 160-165, 170-172, Chandramouli Sahakari Audyogik Vasahat Maryadit, Pune-Hyderabad Highway, Mohol-413213. Dist. Solapur.",False
893100245123,2028-08-28T00:00:00+07:00,Ibuprofen,Dược chất,BP 2020,IOL Chemicals and Pharmaceuticals Ltd,INDIA,"85, Industrial Area “A”, Ludhiana – 141 003 (Pb.) India",False
893100245223,2028-08-28T00:00:00+07:00,Mometasone furoate,Dược chất,USP 40,Swati Spentose PVT. Ltd.,INDIA,"Marine Chamber, 11 New Marine Lines, Mumbai, India",False
893100245623,2028-08-28T00:00:00+07:00,Paracetamol,Dược chất,USP 41,"HeBei Jiheng (Group) Pharmaceutical Co., Ltd.",CHINA,"No. 1 Weiwu Street Hengshui Industrial Park Hebei Province, China",False
893100245623,2028-08-28T00:00:00+07:00,Ibuprofen,Dược chất,EP 9.0,IOL Chemicals and Pharmaceuticals Ltd.,India.,"Village Fatehgarh Channa, Mansa Road, (Trident Complex) Barnala – Punjab – India",False
893100246323,2028-08-28T00:00:00+07:00,Ambroxol hydroclorid,Dược chất,BP 2020,Ami Lifesciences Pvt. Ltd.,Ấn Độ,"Block No. 82/B,ECP Road, AT&POST.Karakhadi, Tal – Padra Karakhadi – 391 450, Dist- Vadodara, India",False
893100247023,2028-08-28T00:00:00+07:00,Acetylcystein,Dược chất,EP 9.0,Fabbrica Italiana Sintetici S.p.A,ITALY,"Via Dovaro, snc 36045 Lonigo (VI), Italy.",False
893100352223,2026-10-09T00:00:00+07:00,Vitamin D3 (Cholecalciferol),Dược chất,EP 10.0,DSM Nutritional Products France,France,"1 boulevard d’Alsace, BP 170, VILLAGE NEUF, 68128",False
893100354223,2028-10-16T00:00:00+07:00,Fexofenadin.HCl,Dược chất,USP 38,Sreekara Organics,Ấn Độ,"Plot No. 159/A, S.V. Co-op. Ind. Estate, IDA Bollaram, Jinnaram (M), Medak Dist-502325, Telangana, India",False
893100354223,2028-10-16T00:00:00+07:00,Fexofenadin.HCl,Dược chất,USP 38,Vasudha Pharma Chem Limited,Ấn Độ,"1) Corporate office:78/A, Vengalrao Nagar, Hyderabad-500 038. Telangana State, India 2) Manufacturing Site:Unit-II, Plot No. 79, J.N.Pharma City, Parawada, Visakhapatnam – 531019, Andhra Pradesh, India.",False
893100354623,2028-10-16T00:00:00+07:00,Fexofenadin hydroclorid,Dược chất,USP hiện hành,VPL Chemicals Pvt.Ltd.,INDIA,"Plot No.64, Sompura Industrial Area, Dobbaspet, Nelmangla(Taluk), Bangalore Rural-562111.India",False
893100354723,2028-10-16T00:00:00+07:00,Sorbitan monostearate  ( Tên TM: Span 60 Pharma -PA-(SG)),Tá dược,EP 10,CRODA SINGAPORE PTE LTD,Singapore,30 Seraya Avenue 627884,False
893100354723,2028-10-16T00:00:00+07:00,Propylene glycol,Tá dược,USP 43-NF 38,"DOW CHEMICAL KOREA LTD, (MTP AIE PG)",Thailand,"10/4 Moo 2, Asia IND EST, Banchang 21130, Thailand",False
893100354723,2028-10-16T00:00:00+07:00,Polysorbate 20 ( Tên TM: SP Tween 20 MBAL- LQ -( SG)),Tá dược,EP 10,CRODA SINGAPORE PTE LTD,Singapore,30 Seraya Avenue 627884,False
893100354723,2028-10-16T00:00:00+07:00,Light Mineral Oil ( Tên TM: Carnation White  Mineral oil ),Tá dược,USP 43-NF 38,SONNEBORN LLC,USA,"Petrolia Plant, 100 Sonneborn LanE, Petrolia PA 16050-0336",False
893100354723,2028-10-16T00:00:00+07:00,Noncrystallizing sorbitol solution ( Tên TM: Non-Crystallized Sorbitol( BP)),Tá dược,BP 2020,"PAIK KWANG INDUSTRIAL CO., LTD.",Korea,"494-16, Inhae-ro, Gunsan, Jeollabuk-do",False
893100354723,2028-10-16T00:00:00+07:00,Carbomer 940 ( Tên TM: Carbopol 940),Tá dược,USP 43-NF 38,LUBRIZOL ADVANCED MATERIALS INC.,USA,"2468 Industrial Parkway, Calvert City, KY 42029, USA",False
893100354723,2028-10-16T00:00:00+07:00,Benzyl alcohol,Tá dược,KP 10,"DAEJUNG CHEMICALS & METALS CO., LTD.",Korea,"1235-8 Jeongwang-dong, Siheung-city, Gyeonggi-do",False
893100354723,2028-10-16T00:00:00+07:00,Hydroxypropyl cellulose (H) (HPC-H),Tá dược,JP 17,"NIPPON SODA CO., LTD.",Japan,"Nihongi Plant, 950, Fujisawa, Nakago-ku, Joetsu-shi, niigata, 949-2392, Japan",False
893100354723,2028-10-16T00:00:00+07:00,Triethanolamine,Tá dược,USP 43-NF 38,PANREAC QUÍMICA S.L.U.,Spain,"C/ Garraf 2, Polígono Pla de la Bruguera, E-08211 Castellar del Vallés, Barcelona, Spain",False
893100420323,2028-10-23T00:00:00+07:00,Paracetamol,Dược chất,BP hiện hành,"Anqiu Lu’an Pharmaceutical Co., LTD",CHINA,"No. 35, Weixu North Road, Xinan Subdistrict Anqiu, Weifang City, Shangdong",False
893100420623,2028-10-23T00:00:00+07:00,Paracetamol,Dược chất,EP 10.0,SpecGx LLC,USA,"8801 Capital Blvd., Raleigh, North Carolina (NC) 27616, United States",False
893100420623,2028-10-23T00:00:00+07:00,Paracetamol,Dược chất,EP 10.0,Farmson Pharmaceutical Gujarat Pvt. Ltd. [UNIT-II],INDIA,"Plot No. 14, GIDC Industrial Estate, Nandesari, Dist. Vadodara – 391340, Gujarat",False
893100448623,2028-11-08T00:00:00+07:00,N-acetylcystein,Dược chất,USP 2021,Fabbrica Italiana Sintetici S.P.A,ITALY,Via Dovaro 36045 Almisano di Lonigo Vicenza - Italy,False
893100455423,2028-11-08T00:00:00+07:00,Ambroxol hydroclorid,Dược chất,EP 9.0,VPL Chemicals PVT. LTD,Ấn Độ,"Plot No. 64, Sompura Industrial Area, Dobbespet, Nelamangala (Taluk), Bangalore Rural-562 111, India.",False
