SỐ ĐĂNG KÝ LƯU HÀNH,NGÀY HẾT HIỆU LỰC SỐ ĐĂNG KÝ,"TÊN TÁ DƯỢC, VỎ NANGTÊN CƠ SỞ SẢN XUẤT",NƯỚC SẢN XUẤT,TIÊU CHUẨN CHẤT LƯỢNG
VD-36248-22,2027-12-30T00:00:00+07:00,Allura red AC (IDACOL FD&C Red No. 40 Powder),Roha Dyechem Pvt. Ltd,India,QCVN 4-10:2010/BYT
VD-36248-22,2027-12-30T00:00:00+07:00,Brilliant blue FCF (IDACOL FD&C Blue No.1 Powder),Roha Dyechem Pvt. Ltd,India,QCVN 4-10:2010/BYT
VD-36248-22,2027-12-30T00:00:00+07:00,Ethyl vanillin (EuroVanillin Aromatic),BORREGAARD AS,Norway,USP hiện hành
VD-36248-22,2027-12-30T00:00:00+07:00,D-sorbitol 70%,Roquette Lestrem plant,France,EP hiện hành
VD-36248-22,2027-12-30T00:00:00+07:00,Glycerin đậm đặc,FPG OLEO CHEMICALS SDN BHD,Malaysia,USP hiện hành
VD-36248-22,2027-12-30T00:00:00+07:00,Gelatin,"GELTECH Co., Ltd",Korea,EP hiện hành
VD-36248-22,2027-12-30T00:00:00+07:00,Sáp ong trắng (Premium Beeswax Blend),Paramelt B.V,The Netherlands,NSX
VD-36248-22,2027-12-30T00:00:00+07:00,Dầu lecithin (Yelkin TS Soy Lecithin),Archer Daniels Midland Company,USA,NSX
VD-36248-22,2027-12-30T00:00:00+07:00,Dầu bắp (Corn OIl),Jiangxi Huitong Officinal Perfume Co. Ltd,China,USP hiện hành
VD-12687-10,2024-12-31T00:00:00+07:00,Perfume,"Hisamitsu Pharmaceutical Co., Inc.",Nhật Bản,Tiêu chuẩn cơ sở
893110053123,2028-03-24T00:00:00+07:00,Opadry blue OY – LS – 20921 (Opadry® II complete film coating system OY-LS-20921 Blue),Shanghai Colorcon Coating Technology Ltd,China,Nhà sản xuất
893110053123,2028-03-24T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Peter Greven Asia SDN.BHD,Malaysia,USP 41
893110053123,2028-03-24T00:00:00+07:00,Natri croscarmellose (Croscarmellose sodium) (Disolcel®),"Mingtai Chemical Co., Ltd",Taiwan,EP 9
893110053123,2028-03-24T00:00:00+07:00,Microcrystalline cellulose M112 (Comprecel®M112D+),"Mingtai Chemical Co., Ltd.",Taiwan,EP 9
VD-23208-15,2027-04-20T00:00:00+07:00,Red Iron Oxide (Tên thương mại: 17045 Red Iron Oxide),Univar Solutions BV (Univar Solutions),England,Nhà sản xuất
VD-23208-15,2027-04-20T00:00:00+07:00,Yellow iron oxide (Tên thương mại: 17049 Yellow Iron Oxide),Univar Solutions BV (Univar Solutions),England,Nhà sản xuất
VD-23208-15,2027-04-20T00:00:00+07:00,Titanium dioxide (Tên thương mại: Titanium dioxide E-171 PH),"Proquimac PFC, S.A.",Spain,Current EP
VD-23208-15,2027-04-20T00:00:00+07:00,Macrogol 6000 (Tên thương mại: Polyglykol 6000 PF),Clariant Produkte (Deutschland) GmbH (Clariant),Germany,Current EP
VD-23208-15,2027-04-20T00:00:00+07:00,Macrogol 400/Polyethylene glycol (Tên thương mại: Kollisolv PEG 400),BASF SE,Germany,Current EP
VD-23208-15,2027-04-20T00:00:00+07:00,Hypromellose (Tên thương mại: Pharmacoat),"Shin-Etsu Chemical Co., Ltd",Japan,Current USP
VD-23208-15,2027-04-20T00:00:00+07:00,Triethyl citrate (Tên thương mại: Hydagen CAT),BASF Personal Care and Nutrition GmbH,Germany,Current USP
VD-23208-15,2027-04-20T00:00:00+07:00,Talc (Tên thương mại: Talc Luzenac Pharma),Imerys Talc Italy S.p.A (Imerys),Italy,Current EP
VD-23208-15,2027-04-20T00:00:00+07:00,Methacrylic acid - ethyl acrylate copolymer (Tên thương mại: Kollicoat MAE 100 P),"BASF SE (Co-Manufacturer: Schwarzwaldmilch GmbH, Offenburg, Germany)",Germany,Current EP
VD-23208-15,2027-04-20T00:00:00+07:00,Sodium laurilsulfate (Tên thương mại: Kolliphor SLS Fine),BASF Personal Care and Nutrition GmbH,Germany,Current EP
VD-23208-15,2027-04-20T00:00:00+07:00,"Colloidal silicon dioxide/Colloidal anhydrous sillica (Tên thương mại: HDK N20 Pharma, Hydrophilic Pyrogenic Silica)",Wacker Chemie AG,Germany,Current EP
VD-23208-15,2027-04-20T00:00:00+07:00,Magnesium stearate (Magnesium stearate Eur. Phar.),Faci Asia Pacific Pte Ltd,Singapore,Current EP
VD-23208-15,2027-04-20T00:00:00+07:00,Sodium Starch Glycolate (Tên thương mại: Primojel),"DFE Pharma GmbH & Co. KG, Goch, Germany (Production Site: DFE Pharma B.V., Foxhol, The Netherlands)",The Netherlands,Current EP
VD-23208-15,2027-04-20T00:00:00+07:00,Povidone K30 (Tên thương mại: Plasdon K29/32),"Ashland Specialty Ingredients (ASI)/ISP Technologies Inc., Affilate of Ashland (Ashland)",United States,Current EP
VD-23208-15,2027-04-20T00:00:00+07:00,Sodium dihydrogen phosphate dihydrate (Tên thương mại: Sodium dihydrogen phosphate dihydrate EMPROVE ESSENTIAL),Merck KGaA,Germany,Current EP
VD-23208-15,2027-04-20T00:00:00+07:00,Maize starch (Tên thương mại: Maize starch 5%),Roquette Freres,France,Current EP/ Current USP
VD-23208-15,2027-04-20T00:00:00+07:00,Microcrystalline cellulose (Comprecel),Mingtai Chemical Co. Ltd./ Taiwan,Taiwan,Current EP
VD-23208-15,2027-04-20T00:00:00+07:00,Lactose monohydrate (Tên thương mại: Lactose HMS impalpable grade 200M),"DFE Pharma GmbH & Co.KG, Goch, Germany (Production site: FrieslandCampina DMV B.V, The Netherlands)",The Netherlands,Current EP
VD-34814-20,2025-12-21T00:00:00+07:00,"tri-Sodium citrate dihydrate cryst., EMPROVE® ESSENTIAL Ph Eur,BP,JP,USP,E 331",Merck KGaA,Germany,"Ph Eur,BP,JP,USP,E 331"
VD-18521-13,2028-03-24T00:00:00+07:00,Opadry QX 321A280003 White ( Tên TM: Opadry QX Quick and Flexible Film Coating System 321A280003 White),SHANGHAI COLORCON COATING TECHNOLOGY LIMITED,China,In-house
VD-18521-13,2028-03-24T00:00:00+07:00,Magnesium stearate ( Tên TM: Tablube),NITIKA PHARMACEUTICAL SPECIALITIES PVT. LTD.,India,USP 43-NF 38
VD-18521-13,2028-03-24T00:00:00+07:00,Sodium starch  glycolate,ROQUETTE FRERES,France,USP 43-NF 38
VD-18521-13,2028-03-24T00:00:00+07:00,"Low-substituted hydroxypropyl cellulose ( Tên TM: L-HPC, LH11)","SHIN-ETSHU CHEMICAL CO., LTD.",Japan,USP 43-NF 38
VD-18521-13,2028-03-24T00:00:00+07:00,Colloidal silicon dioxide ( Tên TM: CAB-O-SIL M5P),CABOT GMBH,Germany,USP 43-NF 38
VD-18521-13,2028-03-24T00:00:00+07:00,Microcrystalline cellulose PH-101 ( Tên TM: Comprecel- Type : M101D+),"MINGTAI CHEMICAL CO., LTD.",Taiwan,USP 43-NF 38
VD-28520-17,2024-12-31T00:00:00+07:00,Opadry QX 321A620026 Yellow ( Tên TM: Opadry QX Quick and Flexible Film Coating System 321A620026 Yellow),SHANGHAI COLORCON COATING TECHNOLOGY LIMITED,China,In-house (Nhà sản xuất)
VD-28520-17,2024-12-31T00:00:00+07:00,Calcium stearate,NOF CORPORATION,Japan,USP 37-NF 32
VD-28520-17,2024-12-31T00:00:00+07:00,Silicon dioxide ( Tên TM: Sylysia 350FCP),FUJI SILYSIA CHEMICAL LTD.,Japan,USP 37-NF 32
VD-28520-17,2024-12-31T00:00:00+07:00,Microcrystalline cellulose PH-102,"WEIMING PHARMACEUTICAL MFG CO., LTD.","Taiwan, R.O.C",BP 2014
VD-28520-17,2024-12-31T00:00:00+07:00,Sodium lauryl  sulfate ( Tên TM: Kolliphor SLS Fine),BASF SE,Germany,USP 37-NF 32
VD-28520-17,2024-12-31T00:00:00+07:00,Pregelatinized Starch ( Tên  TM: Starch 1500 Partialy Pregelatinized Maize Starch 2001),COLORCON.,USA,USP 37-NF 32
VD-28520-17,2024-12-31T00:00:00+07:00,Ludipress,BASF SE,Germany,In-house (Nhà sản xuất)
893100153023,2028-07-03T00:00:00+07:00,"Nang rỗng số 2, một đầu màu xanh lá đậm, một đầu màu xanh lá nhạt",PT CAPSUGEL INDONESIA,Indonesia,Tiêu chuẩn nhà sản xuất
893110153223,2028-07-30T00:00:00+07:00,Lactose monohydrate 200,"DFE Pharma (DMV-Fonterra Excipients GmbH & Co. Kg) Klever Str. 187, 47574 Goch, Germany Nhà máy sản xuất: FrieslandCampina DMV B.V.",The Netherlands,EP 10.8
893110153323,2028-07-03T00:00:00+07:00,Hydrogenated vegetable oil,ABITEC Corporation,United States,USP 43
893110153323,2028-07-03T00:00:00+07:00,"Hydroxypropylcellulose, low-substituted","Shin-Etsu Chemical Co., Ltd.  Naoetsu Plant",Japan,EP 10.8
893110153323,2028-07-03T00:00:00+07:00,Microcrystalline cellulose 112,JRS Pharma & Gujarat Microwax Private Limited,India,USP 43
893110153323,2028-07-03T00:00:00+07:00,Microcrystalline cellulose 112,Crest Cellulose Private Limited,India,USP 43
893110153323,2028-07-03T00:00:00+07:00,Anhydrous lactose,DFE Pharma GmbH & Co. Kg,Germany,EP 10.8
893110153423,2028-07-03T00:00:00+07:00,Sunset yellow lake,"PROQUIMAC PFC, S.A.",Spain,Tiêu chuẩn nhà sản xuất
893110153423,2028-07-03T00:00:00+07:00,Quinoline yellow lake,"Univar Solutions  Aquarius House 6 Mid Point Business Park Bradford, England Nhà máy sản xuất: Matrix Colour Systems",England,Tiêu chuẩn nhà sản xuất
893110153423,2028-07-03T00:00:00+07:00,Hydroxypropylcellulose,Ashland Specialty Ingredients G.P.,USA,EP 10.8
893110053223,2028-03-24T00:00:00+07:00,Oxyd sắt đỏ (Red Iron Oxide),Univar BV,England,Tiêu chuẩn nhà sản xuất
893110053223,2028-03-24T00:00:00+07:00,Copovidon (Copovidone) (Kollidon® VA 64),BASF SE,Germany,EP phiên bản hiện hành (EP 10)
893110053223,2028-03-24T00:00:00+07:00,Sodium stearyl fumarate (Alubra® PG-100),"Dupont Nutrition USA, Inc.",USA,USP-N F phiên bản hiện hành (USP-N F 2022)
893110053223,2028-03-24T00:00:00+07:00,Sodium stearyl fumarate (NovalubeTM Sodium stearyl fumarate),"Nitika Pharmaceutical Specialities Pvt. Ltd., Nagpur",India,USP-N F phiên bản hiện hành (USP-N F 2022)
893110053223,2028-03-24T00:00:00+07:00,Tinh bột bắp (Maize starch B) (maizestarch)(c orn starch) (amidon de mais B),Roquette Freres,France,EP phiên bản hiện hành (EP 10)
893110053223,2028-03-24T00:00:00+07:00,Tinh bột biến tính (Starch 1500) (partially pregelatinized maize starch),Colorcon,USA,Tiêu chuẩn nhà sản xuất
893110053223,2028-03-24T00:00:00+07:00,Manitol (PEARLITOL ® 50C - MANNITOL),ROQUETTE Freres,France,USP-N F phiên bản hiện hành (USP-N F 2022)
VD-36261-22,2027-12-30T00:00:00+07:00,Titan dioxyd,"PROQUIMAC PFC, S.A",Tây Ban Nha,USP 37
VD-36261-22,2027-12-30T00:00:00+07:00,HPMC 15cp,"SHANDONG HEAD GROUP CO LTD.,",China,USP 37
VD-36261-22,2027-12-30T00:00:00+07:00,Magnesi stearat,FACI ASIA PACIFIC PTE LTD,Singapore,USP 37
VD-36261-22,2027-12-30T00:00:00+07:00,Bột talc,IMERYS TALC,PHÁP,BP 2013
VD-36250-22,2027-12-30T00:00:00+07:00,"Sodium hydroxide pellets EMPROVE® ESSENTIAL Ph Eur, BP, FCC, JP, NF, E 524",Merck KGaA,Đức,EP/ BP/ FCC/ JP/ NF/ E 524 hiện hành
VD-36250-22,2027-12-30T00:00:00+07:00,Potassium disulfite E 224,Merck KGaA,Đức,EP/ NF/ E 224 hiện hành
VD-36250-22,2027-12-30T00:00:00+07:00,"Parteck® SI 400 LEX (Sorbitol) EMPROVE® EXPERT Ph Eur,BP,NF,JP",Merck KGaA,Đức,EP/ BP/ NF/ JP hiện hành
VD-29968-18,2024-12-31T00:00:00+07:00,Lactose monohydrate (Pharmatose 200M / Lactose HMS Impalpable Grade 200M),"DFE Pharma GmbH & Co. KG (Production site: FrieslandCampina DMV B.V., Veghel, The Netherlands)",The Netherlands,"BP, USP-NF, Ph.Eur., JP, Ch.P"
VD-12531-10,2023-04-05T00:00:00+07:00,Black powder (Tên thương mại: Black Coninor E-172),"Proquimac PFC, S.A (Proquimac)",Spain,Nhà sản xuất
VD-12531-10,2023-04-05T00:00:00+07:00,Dark blue powder (Tên thương mại: Patent Blue V 85% Conacert),"Proquimac PFC, S.A (Proquimac)",Spain,Nhà sản xuất
VD-12531-10,2023-04-05T00:00:00+07:00,Lemon yellow powder (Tên thương mại: Conalake Quinoline Yellow 20-B10),"Proquimac PFC, S.A (Proquimac)",Spain,Nhà sản xuất
VD-12531-10,2023-04-05T00:00:00+07:00,Titanium dioxide (Tên thương mại: TITANIUM DIOXIDE E-171 PH EU),"Proquimac PFC, S.A (Proquimac)",Spain,Current EP
VD-12531-10,2023-04-05T00:00:00+07:00,Ethyl vanillin (Tên thương mại: 100711 EuroVanillin Aromatic),Borregaard AS,USA,Current USP
VD-12531-10,2023-04-05T00:00:00+07:00,Propyl paraben (Tên thương mại: Ueno Propyl paraben NF),"Ueno Fine Chemicals Industry, Ltd.",Japan,Current EP
VD-12531-10,2023-04-05T00:00:00+07:00,Methyl paraben (Tên thương mại: Ueno Methyl Paraben NF),"Ueno Fine Chemicals Industry, Ltd.",Japan,Current EP
VD-12531-10,2023-04-05T00:00:00+07:00,Sorbitol solutions (Tên thương mại: Neosorb 70/70 B),Roquette Freres,France,Current EP
VD-12531-10,2023-04-05T00:00:00+07:00,"Glycerin (Tên thương mại: Moon K Glycerin, USP/FCC)",FPG Oleochemicals Sdn. Bhd.,Malaysia,Current USP
VD-12531-10,2023-04-05T00:00:00+07:00,Gelatin (Tên thương mại: Succinylated Gelatin),Nitta Gelatin Inc.,Japan,Nhà sản xuất
VD-12531-10,2023-04-05T00:00:00+07:00,Soy lecithin (Tên thương mại: Yelkin TS Soy lecithin),Archer Daniels Midland Company (ADM),United States,Nhà sản xuất
VD-12531-10,2023-04-05T00:00:00+07:00,Soybean oil (Tên thương mại: RBD Soybean oil),Soon Soon Oilmills SDN. BHD.,Malaysia,Current BP
VD-12531-10,2023-04-05T00:00:00+07:00,Beeswax (Tên thương mại: KahlWax 8108 White Pharma Beeswax),Kahl GmbH & Co. KG,Germany,Current EP
VD-29498-18,2024-12-31T00:00:00+07:00,Kollidon® CL (Crospovidone),BASF SE,Germany,EP 10.0
VD-36020-22,2027-12-21T00:00:00+07:00,Sodium hydroxide,FUJIFILM Wako Pure Chemical Corporation,Nhật Bản,JP 17
VD-36020-22,2027-12-21T00:00:00+07:00,Sodium bisulfite,FUJIFILM Wako Pure Chemical Corporation,Nhật Bản,JP 17
VD-36246-22,2027-12-30T00:00:00+07:00,Traceable 99 1st Grade Anhydrous,"Japan Alcohol Trading Co., Ltd.",Japan,JP 17
VD-36246-22,2027-12-30T00:00:00+07:00,Polishing Wax-105,"Nippon Wax Co., Ltd.",Japan,JP 17
VD-36246-22,2027-12-30T00:00:00+07:00,Titanium Oxide,FUJIFILM Wako Pure Chemical Corporation,Japan,JP 17
VD-36246-22,2027-12-30T00:00:00+07:00,Macrogol 6000 SP,Sanyo Chemical Industries Ltd.,Japan,JP 17
VD-36246-22,2027-12-30T00:00:00+07:00,TC-5 E,"Shin-Etsu Chemical Co., Ltd.",Japan,JP 17
VD-36246-22,2027-12-30T00:00:00+07:00,Magnesium Stearate Vegetable Light,"Taihei Chemical Industrial Co., Ltd.",Japan,JP 17
VD-36246-22,2027-12-30T00:00:00+07:00,HPC-SL,"Nippon Soda Co., Ltd.",Japan,JP 17
VD-36246-22,2027-12-30T00:00:00+07:00,KICCOLATE ND-200,"Nichirin Chemical Industries., Ltd.",Japan,JP 17
VD-36246-22,2027-12-30T00:00:00+07:00,CEOLUS UF-711,Asahi Kasei Corporation,Japan,JP 17
VD-36246-22,2027-12-30T00:00:00+07:00,Pharmatose 200M,DMV-Fonterra Excipients GmbH & Co. KG,Germany,JP 17
VD-32400-19,2024-02-27T00:00:00+07:00,Natri methyl paraben (Natri methyl parahydroxybenzoat),Merck KGaA,Germany,EP 10.0
VD-35707-22,2027-06-23T00:00:00+07:00,Kollicoat® Protect,BASF SE,Germany,TCCS
VD-27523-17,2024-12-31T00:00:00+07:00,Triacetin,Merck KgaA,Germany,EP 10.0
VD-25981-16,2024-12-31T00:00:00+07:00,Sodium sulfit,Merck KGaA,Germany,EP 10.0
VD-35943-22,2027-09-12T00:00:00+07:00,Glacial acetic acid,RCI Labscan Limited,Thái Lan,USP 41
VD-35943-22,2027-09-12T00:00:00+07:00,Glacial acetic acid,"FUJIFILM Wako Pure Chemical Industries, Ltd.",Nhật Bản,USP 41
VD-35943-22,2027-09-12T00:00:00+07:00,Sodium bisulfite,FUJIFILM Wako Pure Chemical Corporation,Nhật Bản,JP 17
VD-35943-22,2027-09-12T00:00:00+07:00,Sodium bisulfite,RCI Labscan,Thái Lan,JP 17
VD-36021-22,2027-12-21T00:00:00+07:00,Hydrochloric acid,Merck KGaA,Đức,USP 41
VD-36021-22,2027-12-21T00:00:00+07:00,Sodium hydroxide,FUJIFILM Wako Pure Chemical Corporation (Osaka Plant),Nhật Bản,JP 17
VD-28625-17,2024-12-31T00:00:00+07:00,Opadry AMB 80W55232 Red  (Tên TM: Opadry AMB Aqueous Moisture Barrier Coating System 80W55232 Red),Colorcon Asia Pvt. Limited,India,TCNSX
VD-35770-22,2027-09-09T00:00:00+07:00,D-sorbitol 70%,ROQUETTE LESTREM PLANT,France,EP 9.0
VD-35770-22,2027-09-09T00:00:00+07:00,Glycerin đậm đặc,FLG Oleo Chemicals SDN BHD,Malaysia,USP 40
VD-35770-22,2027-09-09T00:00:00+07:00,Succinylated gelatin,"GELTECH Co., Ltd",Korea,EP 9.0
VD-35770-22,2027-09-09T00:00:00+07:00,Propylene glycol,DOW CHEMICAL PACIFIC,Singapore,EP 9.0
VD-35770-22,2027-09-09T00:00:00+07:00,Polysorbat 80,CRODA SINGAPORE PTE LTD,Singapore,EP 9.0
VD-35770-22,2027-09-09T00:00:00+07:00,Polyoxyl 40,NOF CORPORATION,Japan,USP 40
VD-35770-22,2027-09-09T00:00:00+07:00,Polyethylene glycol 400,"SINO-JAPAN CHEMICAL CO., LTD",Taiwan,EP 9.0
VD-35962-22,2027-09-12T00:00:00+07:00,Brilliant blue FCF,Roha Dyechem Pvt. Ltd,India,QCVN 4-10:2010/BYT
VD-35962-22,2027-09-12T00:00:00+07:00,Sunset yellow FCF,"BOLAK CO., LTD",Korea,QCVN 4-10:2010/BYT
VD-35962-22,2027-09-12T00:00:00+07:00,Allura red AC,Roha Dyechem Pvt. Ltd,India,QCVN 4-10:2010/BYT
VD-35962-22,2027-09-12T00:00:00+07:00,Titan dioxyd,ROHA EUROOE S.L.U,Spain,BP 2017
VD-35962-22,2027-09-12T00:00:00+07:00,Glycerin đậm đặc,FPG OLEO Chemicals SDN BHD,Malaysia,USP 40
VD-35962-22,2027-09-12T00:00:00+07:00,Gelatin,"GELTECH Co., Ltd",Korea,BP 2017
VD-35962-22,2027-09-12T00:00:00+07:00,D-alpha tocopherol,"Zhejiang Medicine Co., Ltd Xinchang Pharmaceutical Factory",P.R China,BP 2017
VD-35962-22,2027-09-12T00:00:00+07:00,Dầu mè (Refined Sesame Oil),AOS Products Private Limited,India,BP 2017
VD-23345-15,2024-12-31T00:00:00+07:00,Croscarmellose sodium,"DuPont Nutrition USA, Inc.",USA,EP 9.0
VD-36239-22,2027-12-30T00:00:00+07:00,Citric acid  monohydrate,"COFCO BIO-CHEMICAL & ENERGY  (YUSHU)  CO., LTD.",China,USP 41- NF 36
VD-36239-22,2027-12-30T00:00:00+07:00,Peppermint flavor  ( Tên TM: Peppermint flavor  A-971112),"BOLAK CO.,LTD",Korea,In-house
VD-36239-22,2027-12-30T00:00:00+07:00,Malt flavor  ( Tên TM:Malt flavor A-971111),"BOLAK CO.,LTD",Korea,In-house
VD-36239-22,2027-12-30T00:00:00+07:00,Chlorhexidine Diacetate ( Chlorhexidine acetate),"MEDICHEM, S. A.",Spain,EP 9
VD-36239-22,2027-12-30T00:00:00+07:00,Microcrystalline cellulose and Carboxymethylcellulose Sodium  ( Microcrystalline Cellulose & CMCNa) ( Tên TM: Neocel-Type: NEO-C91),"MINGTAI CHEMICAL CO., LTD.",Taiwan,USP 41-NF 36
VD-36239-22,2027-12-30T00:00:00+07:00,Povidone K-30 ( Tên TM: Kollidon 30),BASF SE,Germany,USP 41-NF 36
VD-36239-22,2027-12-30T00:00:00+07:00,Glucosyl Stevia ( Tên TM: Steviten Fresh ),"DAE PYUNG CO.,LTD.",Korea,In-house
VD-36239-22,2027-12-30T00:00:00+07:00,Glycyrrhizic acid (Glycyrrhizinic acid)( Tên TM: Glycyrrhizinic acid (98% Up)),"ALPS PHARMACEUTICAL IND.CO., LTD.",Japan,In-house
VD-36239-22,2027-12-30T00:00:00+07:00,Xylitol ( Tên TM : Xylisorb 300),ROQUETTE FRERES,France,USP 41-NF 36
VD-36239-22,2027-12-30T00:00:00+07:00,Xanthan gum,ARTHUR BRANWELL,United Kingdom,USP 41-NF 36
VD-36239-22,2027-12-30T00:00:00+07:00,Noncrystallizing sorbitol solution ( Tên TM: Non-Crystallized Sorbitol( BP)),"PAIK KWANG  INDUSTRIAL CO., LTD.",Korea,BP 2020
VD-27769-17,2024-12-31T00:00:00+07:00,Opadry II Complete Film coating system 85G58977 White,Colorcon; Shanghai Colorcon Coating Technology Limited,China,Nhà sản xuất
VD-27769-17,2024-12-31T00:00:00+07:00,"Dicalcium phosphate, dihydrate","Reephos Food Ingredients Co., Ltd",China,USP-NF phiên bản hiện hành
VD-27769-17,2024-12-31T00:00:00+07:00,Di-comprez DC,SUDEEP PHARMA PRIVATE LIMITED,India,USP-NF phiên bản hiện hành
VD-34114-20,2025-06-15T00:00:00+07:00,Di-Comprez DC,SUDEEP PHARMA PRIVATE LIMITED,India,USP 43
VD-28746-18,2024-12-31T00:00:00+07:00,Propyl paraben,Uenofine Chemicals Industry,Nhật Bản,DĐVN V
VD-28746-18,2024-12-31T00:00:00+07:00,Methyl paraben,Uenofine Chemicals Industry,Nhật Bản,DĐVN V
VD-28746-18,2024-12-31T00:00:00+07:00,Titanium dioxide,Precheza A.S,Cộng hòa Séc,DĐVN V
VD-28746-18,2024-12-31T00:00:00+07:00,Glycerin,P & G Chemical,Singapore,DĐVN V
VD-28746-18,2024-12-31T00:00:00+07:00,Polysorb 85/70/00,Roquette,Pháp,USP 43
VD-28746-18,2024-12-31T00:00:00+07:00,Transcutol HP (highly purified diethylene glycol monoethyl ether),Gattefossé SAS,Pháp,USP 43
VD-28746-18,2024-12-31T00:00:00+07:00,Labrasol (Caprylocaproyl macrogol-8 glycerides),Gattefossé SAS,Pháp,USP 43
VD-28746-18,2024-12-31T00:00:00+07:00,Lecithin,Archer Daniels Midland Company,Hoa Kỳ,USP 43
VD-27891-17,2024-12-31T00:00:00+07:00,Polacrilin Potassium [Tên thương mại: Doshion P-544 DS],Doshion Polyscience Pvt. Ltd.,India,USP hiện hành
VD-26166-17,2027-12-21T00:00:00+07:00,Aspartame  [Tên thương mại:Aspartame Regular Powder],"Changzhou Guanghui Food Ingredients Co., Ltd.",China,EP/USP hiện hành
VD-26166-17,2027-12-21T00:00:00+07:00,Aspartame  [Tên thương mại:Aspartame Regular Powder],"Changzhou Guanghui Food Ingredients Co., Ltd.",China,EP/USP hiện hành
VD-26166-17,2027-12-21T00:00:00+07:00,Aspartame,Ajinomoto Co. Inc,Japan,EP/USP hiện hành
VD-26166-17,2027-12-21T00:00:00+07:00,"Disodium Phosphate Anhydrous [Tên thương mại:Disodium Phosphate Anhydrous Granular, Food Grade (E 339 ii)]",Omnisal GmbH,Germany,BP hiện hành
VD-26166-17,2027-12-21T00:00:00+07:00,Disodium Phosphate Anhydrous,Chemische Fabrik Budenheim KG,Germany,BP hiện hành
VD-26166-17,2027-12-21T00:00:00+07:00,Sodium bicarbonate (Tên tương mại: Bicar Pharma EXC 0/13 Sodium bicarbonate),Solvay Peroxythai Limited,Thailand,USP hiện hành
VD-26166-17,2027-12-21T00:00:00+07:00,Sodium bicarbonate,"Church & Dwight Co., Inc.",USA,USP hiện hành
VD-26166-17,2027-12-21T00:00:00+07:00,Mannitol [(Tên tương mại: C*PharmMannidex 16700],Cargill Srl-Div Amidi Deriv. Specialita,Italy,EP hiện hành
VD-26166-17,2027-12-21T00:00:00+07:00,Mannitol (Tên tương mại: Pearlitol 160 C),Roquette Freres,France,EP hiện hành
VD-26166-17,2027-12-21T00:00:00+07:00,Mannitol [Tên thương mại: Mannogem Powdered],SPI Pharma Inc.,USA,EP hiện hành
893110055823,2028-03-24T00:00:00+07:00,Sodium benzoate NF/FCC-Powder Kalama®,"Emerald Kalama Chemical, LLC",USA,EP hiện hành
893110055823,2028-03-24T00:00:00+07:00,Sucralose,"Shijiazhuang Shixing Amino Acid Co., Ltd.",China,USP hiện hành
893110055823,2028-03-24T00:00:00+07:00,"Sodium Phosphate Monobasic Anhydrous, USP Granular",Jost Chemicals Co.,USA,USP hiện hành
893110055823,2028-03-24T00:00:00+07:00,"Disodium Phosphate Anhydrous Granular, Food Grade (E 339 II)",Omnisal GmbH,Germany,BP hiện hành
893110055823,2028-03-24T00:00:00+07:00,XANTURAL® 75,"CP Kelco U.S.,Inc.",USA,EP hiện hành
VD3-76-20,2023-12-21T00:00:00+07:00,Polyoxyl 35 Castor Oil (Kolliphor EL),BASF SE,Germany,USP-NF 2021
VD-26012-16,2024-12-31T00:00:00+07:00,Màu vàng số 5 (FD&C Yellow No.6 Powder),BOLAK COMPANY LIMITED,Hàn Quốc,QCVN 4-10:2010/BYT
VD-26012-16,2024-12-31T00:00:00+07:00,Titan dioxyd (Titanium dioxide),ROHA DYECHEM PVT. LTD,India,USP 35
